pl_hostname,pl_letter,pl_disc,ra,dec,pl_trandep,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranflag,pl_trandur,pl_pnum,pl_k2flag,pl_kepflag,pl_facility,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orblper,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,st_optmag,st_j,st_h,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_eqt,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eccen,pl_eccenerr1,pl_eccenerr2,pl_density,pl_rade,pl_bmasse
Kepler-549,c,2016,283.022789,47.261134999999996,0.0010195143176705331,2455078.6161599997,0.00908,-0.00908,1,0.35604,2,0,1,Kepler,,,,,0.88,0.04,-0.05,0.84,0.07,-0.05,5360.0,66.88,-72.9,14.620999999999999,13.302999999999999,12.902999999999999,,,,0.261,0.022000000000000002,-0.053,0.028,,,,117.040498,0.001777,-0.001777,,,,1.9530555351983276,2.9255439707749957,8.899195384650895
Kepler-550,b,2016,297.70024,47.86375,0.0023796174531502015,2455005.5286189998,0.000356,-0.000356,1,0.167713,1,0,1,Kepler,,,,,0.87,0.04,-0.05,0.83,0.06,-0.05,5322.0,98.03,-122.84,14.485999999999999,13.097000000000001,12.677,,,,0.39399999999999996,0.03,-0.024,0.0563,,,,8.60010411,4.25e-06,-4.25e-06,,,,1.1415575551831323,4.41633840798984,17.89373929128019
Kepler-552,b,2016,290.747687,48.242012,0.001209733020084227,2455007.350788,0.000433,-0.000433,1,0.09074199999999999,1,0,1,Kepler,,,,,1.03,0.06,-0.06,1.04,0.22,-0.1,5863.0,103.85,-100.72,14.279000000000002,13.198,12.877,,,,0.35200000000000004,0.073,-0.051,0.0465,,,,5.26341577,2.9e-06,-2.9e-06,,,,1.3222179410617756,3.945561217290416,14.779020906652377
Kepler-553,b,2016,298.550829,48.332454999999996,0.0024930623412139433,2455004.092197,0.000317,-0.000317,1,0.11673299999999999,2,0,1,Kepler,,,,,0.92,0.03,-0.03,0.85,0.02,-0.02,5266.0,88.28,-74.44,14.924000000000001,13.578,13.161,,,,0.413,0.012,-0.016,0.0609,,,,4.03046804,1.64e-06,-1.64e-06,,,,1.0721245010640927,4.629309041877675,19.355749961615697
Kepler-553,c,2016,298.550829,48.332454999999996,0.014586933789808567,2455032.2041419996,0.0008550000000000001,-0.0008550000000000001,1,0.505296,2,0,1,Kepler,,,,,0.92,0.03,-0.03,0.85,0.02,-0.02,5266.0,88.28,-74.44,14.924000000000001,13.578,13.161,,,,0.9990000000000001,0.028999999999999998,-0.027999999999999997,,,,,328.2399546,0.0003646,-0.0003646,,,,,11.197771750207743,
Kepler-154,d,2016,289.780522,49.89653,0.0012423933746643215,2455011.94612,0.0010199999999999999,-0.0010199999999999999,1,0.227442,5,0,1,Kepler,,,,,,,,1.0,0.19,-0.19,5690.0,108.0,-108.0,14.534,13.389000000000001,13.089,,,,0.34299999999999997,0.028999999999999998,-0.021,0.0444,,,,20.54981883,2.572e-05,-2.572e-05,,,,1.3645161911147936,3.844680390711967,14.11158125280356
Kepler-154,e,2016,289.780522,49.89653,0.00018961840249787562,2454967.65123,0.00262,-0.00262,1,0.121525,5,0,1,Kepler,,,,,,,,1.0,0.19,-0.19,5690.0,108.0,-108.0,14.534,13.389000000000001,13.089,,,,0.134,0.012,-0.011000000000000001,0.00899,,,,3.93276465,1.225e-05,-1.225e-05,,,,4.633651637061965,1.5020034179457833,2.8572773752861265
Kepler-154,f,2016,289.780522,49.89653,0.00018961840249787562,2454969.87656,0.0059299999999999995,-0.0059299999999999995,1,0.1767,5,0,1,Kepler,,,,,,,,1.0,0.19,-0.19,5690.0,108.0,-108.0,14.534,13.389000000000001,13.089,,,,0.134,0.03,-0.019,0.00899,,,,9.91935684,7.788e-05,-7.788e-05,,,,4.633651637061965,1.5020034179457833,2.8572773752861265
Kepler-554,b,2016,296.40685299999996,51.358154,0.0018301756796498974,2455003.44979,0.000174,-0.000174,1,0.09198880000000001,1,0,1,Kepler,,,,,0.93,0.04,-0.03,0.92,0.06,-0.04,5447.0,76.54,-66.56,14.312999999999999,13.043,12.654000000000002,,,,0.38299999999999995,0.024,-0.019,0.0535,,,,1.90220856,4.1e-07,-4.1e-07,,,,1.180960966551183,4.293039619949514,17.0038197528151
KELT-8,b,2015,283.30551,24.12738,1.3,,,,1,,1,0,0,KELT,82.65,0.9,-0.9,,0.81,0.21,-0.21,1.46,0.08,-0.08,5754.0,54.0,-54.0,10.833,9.586,9.269,0.04571,0.0009599999999999999,-0.00084,1.62,0.1,-0.1,0.66,0.12,-0.12,1675.0,3.24406,0.00016,-0.00016,0.04,0.05,-0.05,0.19252049747482075,18.158548784120665,209.76674835248537
K2-22,b,2015,169.482819,2.6190700000000002,0.0016163332292207012,2456811.1208,0.0006,-0.0006,1,0.0333333,1,1,0,K2,,,,,0.6,0.07,-0.07,0.57,0.06,-0.06,3830.0,100.0,-100.0,15.597000000000001,12.725999999999999,12.088,0.0088,0.0008,-0.0008,0.223,0.036000000000000004,-0.036000000000000004,1.4,,,2100.0,0.381078,1e-06,-1e-06,0.19,0.221175,-0.15291400000000002,156.5638635194549,2.4996027029993257,444.95976923254466
WASP-47,d,2015,331.203047,-12.018885000000001,0.0008268801189382842,2457006.36931,0.00039,-0.00039,1,0.1786667,4,1,0,K2,89.32,0.23,-0.23,,1.04,0.03,-0.03,1.14,0.01,-0.01,5552.0,75.0,-75.0,11.9,10.613,10.31,0.085,0.0027,-0.0027,0.319,0.004,-0.004,0.04122,0.00472,-0.00472,980.4506032797252,9.03077,0.00017,-0.00017,0.014,,,1.5747587189620564,3.5756648531694393,13.100886919832496
WASP-47,e,2015,331.203047,-12.018885000000001,0.00021062646360589288,2457011.3486099998,0.00033,-0.00033,1,0.079125,4,1,0,K2,85.98,0.75,-0.75,,1.04,0.03,-0.03,1.14,0.01,-0.01,5552.0,75.0,-75.0,11.9,10.613,10.31,0.016730000000000002,0.00053,-0.00053,0.161,0.002,-0.002,0.021490000000000002,0.0020800000000000003,-0.0020800000000000003,2209.9742348394375,0.789592,1.2e-05,-1.2e-05,0.03,0.036,-0.02,6.386116995995479,1.8046458976811277,6.830132457719562
Kepler-169,e,2014,285.999891,40.919329,0.0007023536517973441,2455007.8106400003,0.00145,-0.00145,1,0.1213,5,0,1,Kepler,,,,,,,,0.76,0.05,-0.05,4997.0,100.0,-100.0,14.194,12.729000000000001,12.283,0.105,,,0.196,0.026000000000000002,-0.026000000000000002,0.0172,,,648.2683127412713,13.767102,3.4e-05,-3.4e-05,,,,2.8329461293288416,2.1969602232639813,5.466648593428406
Kepler-171,b,2014,296.77191400000004,41.755537,0.0006537397411982586,2455002.71415,0.00098,-0.00098,1,0.1142,3,0,1,Kepler,,,,,,,,0.84,0.38,-0.38,5642.0,200.0,-200.0,14.883,13.585999999999999,13.231,0.05,,,0.209,0.094,-0.094,0.0191,,,1115.118499008808,4.166972,7e-06,-7e-06,,,,2.594613014878198,2.342676972766184,6.070522565958288
Kepler-172,d,2014,283.368413,41.821857,0.00036577623938633405,2454969.23672,0.00355,-0.00355,1,0.1475,4,0,1,Kepler,,,,,,,,1.08,0.19,-0.19,5526.0,100.0,-100.0,14.532,13.17,12.883,0.118,,,0.201,0.036000000000000004,-0.036000000000000004,0.0179,,,806.1485042049876,14.627119,0.000105,-0.000105,,,,2.7336502056905756,2.253005126918675,5.689128478044679
Kepler-174,b,2014,287.439194,43.832091999999996,0.0008413246336021988,2455014.97351,0.00095,-0.00095,1,0.1224,3,0,1,Kepler,,,,,,,,0.62,0.03,-0.03,4880.0,126.0,-126.0,14.287,12.790999999999999,12.293,0.1,,,0.175,0.01,-0.01,0.0142,,,585.9343575626175,13.98179,2.4e-05,-2.4e-05,,,,3.285884408262622,1.961571627914269,4.513163373644383
Kepler-175,c,2014,289.553283,43.876183000000005,0.0007943056966020791,2454967.4229,0.00426,-0.00426,1,0.294,2,0,1,Kepler,,,,,,,,1.01,0.5,-0.5,6064.0,200.0,-200.0,14.939,13.773,13.487,0.213,,,0.27699999999999997,0.139,-0.139,0.0308,,,636.7418217273281,34.035257,0.000279,-0.000279,,,,1.7971713750162255,3.104887662470014,9.789114923115983
Kepler-177,b,2013,286.047132,45.053207,0.0006425276429286198,,,,1,,2,0,1,Kepler,,,,,,,,1.05,,,5942.0,,,15.0,13.857999999999999,13.57,,,,0.259,0.136,-0.027000000000000003,0.006,0.002,-0.001,,36.855,,,,,,0.42828221633163943,2.9031260093131186,1.9069704395680487
Kepler-178,d,2014,287.101089,46.896477000000004,0.0011428484885344567,2454973.1784200002,0.00387,-0.00387,1,0.2615,3,0,1,Kepler,,,,,,,,1.07,0.45,-0.45,5676.0,200.0,-200.0,14.597999999999999,13.28,12.967,0.397,,,0.35200000000000004,0.152,-0.152,0.0465,,,449.33714346194864,96.678988,0.000702,-0.000702,,,,1.3222179410617756,3.945561217290416,14.779020906652377
Kepler-131,c,2014,288.530825,40.942304,5.59910954005199e-05,2454987.42342,,,1,,2,0,1,Kepler,,,,,1.02,0.06,-0.06,1.03,0.1,-0.1,5685.0,74.0,-74.0,11.525,10.418,10.127,,,,0.075,0.006,-0.006,0.026,0.019,-0.019,,25.5169,,,,,,76.43066550048529,0.8406735548204011,8.263538571461543
Kepler-132,c,2014,283.23581,41.343037,9.85636038970805e-05,2455002.63908,0.00185,-0.00185,1,0.1375,4,0,1,Kepler,,,,,,,,1.18,0.23,-0.23,6003.0,146.0,-146.0,11.818,10.797,10.515999999999998,0.068,,,0.114,0.022000000000000002,-0.022000000000000002,0.00687,,,1179.0,6.414914,1.9e-05,-1.9e-05,,,,5.7506940977447645,1.2778238033270097,2.183481153305416
Kepler-134,c,2014,284.739001,49.598396,9.513556842759142e-05,2454968.50716,0.00296,-0.00296,1,0.0858,2,0,1,Kepler,,,,,,,,1.18,0.23,-0.23,5983.0,150.0,-150.0,12.324000000000002,11.26,10.984000000000002,0.092,,,0.11199999999999999,0.022000000000000002,-0.022000000000000002,0.006690000000000001,,,1033.2356697713356,10.105785,5.3e-05,-5.3e-05,,,,5.905411059762915,1.2554058418651322,2.1262720401183746
Kepler-136,c,2014,296.467314,42.598771,0.0001835876041676847,2454964.96851,0.0018,-0.0018,1,0.1459,2,0,1,Kepler,,,,,,,,1.35,0.25,-0.25,6165.0,100.0,-100.0,12.459000000000001,10.804,10.573,0.133,,,0.17800000000000002,0.033,-0.033,0.0145,,,947.1253102506095,16.399235,5.1e-05,-5.1e-05,,,,3.188497483960899,1.9951985701070853,4.608511895622785
Kepler-138,c,2014,290.381547,43.292972999999996,0.0006245009294408651,2455686.1289,0.0005,-0.0005,1,,3,0,1,Kepler,,,,,0.52,0.06,-0.06,0.44,0.02,-0.02,3841.0,49.0,-49.0,12.925,10.293,9.68,0.0906,0.00324,-0.00324,0.107,0.006,-0.006,0.0062,0.00602,-0.00352,398.0,13.7813,0.0001,-0.0001,0.05,0.049,-0.025,6.276513102293829,1.1993609382104389,1.9705361208869836
Kepler-14,b,2011,287.708814,47.33305,0.0032427974834100836,2454971.08737,0.00018,-0.00018,1,0.2591,1,0,1,Kepler,90.0,0.0,-2.8,,1.51,0.04,-0.04,2.05,0.11,-0.08,6395.0,60.0,-60.0,12.128,11.202,11.068,0.0771,0.0012,-0.0012,1.136,0.073,-0.054000000000000006,8.4,0.35,-0.34,1605.0,6.790123,4.3e-06,-4.3e-06,0.035,0.02,-0.02,7.105953729530027,12.73340211034634,2669.7586153952684
Kepler-140,b,2014,287.36946800000004,46.768213,0.0001315880497243082,2455005.66151,0.00133,-0.00133,1,0.1241,2,0,1,Kepler,,,,,,,,1.29,0.24,-0.24,6077.0,136.0,-136.0,12.995999999999999,11.989,11.759,0.045,,,0.14400000000000002,0.027999999999999997,-0.027999999999999997,0.0101,,,1568.9573297638092,3.25427,8e-06,-8e-06,,,,4.194806968682993,1.6140932252551703,3.2100669066062153
Kepler-142,b,2014,295.118899,48.481281,0.00020744522821973177,2455003.49468,0.00078,-0.00078,1,0.1037,3,0,1,Kepler,,,,,,,,1.27,0.24,-0.24,5790.0,100.0,-100.0,13.203,12.092,11.800999999999998,0.032,,,0.17800000000000002,0.035,-0.035,0.0145,,,1758.8902150445747,2.024152,3e-06,-3e-06,,,,3.188497483960899,1.9951985701070853,4.608511895622785
Kepler-150,c,2014,288.234084,40.520905,0.001293620756626741,2455006.07123,0.0007,-0.0007,1,0.1302,5,0,1,Kepler,,,,,,,,0.94,0.14,-0.14,5560.0,100.0,-100.0,14.985,13.817,13.422,0.073,,,0.32899999999999996,0.053,-0.053,0.0415,,,962.0786700501963,7.381998,1e-05,-1e-05,,,,1.4452350519788995,3.6877546604788254,13.189878873679005
Kepler-151,c,2014,292.162778,41.023235,0.0005303231557704681,2454979.77073,0.0026,-0.0026,1,0.1256,2,0,1,Kepler,,,,,,,,0.83,0.41,-0.41,5460.0,200.0,-200.0,14.769,13.383,12.998,0.16,,,0.18600000000000003,0.09300000000000001,-0.09300000000000001,0.0158,,,599.6598825882118,24.674612,0.000106,-0.000106,,,,3.0450633879863522,2.0848704159545948,5.021688824195862
Kepler-154,b,2014,289.780522,49.89653,0.00043089715390528594,2454994.22087,0.0042899999999999995,-0.0042899999999999995,1,0.1398,5,0,1,Kepler,,,,,,,,1.0,0.19,-0.19,5690.0,108.0,-108.0,14.534,13.389000000000001,13.089,0.198,,,0.20199999999999999,0.039,-0.039,0.018,,,616.6134151611193,33.040532,0.000215,-0.000215,,,,2.708298193665987,2.264214107649613,5.720911318704146
Kepler-156,b,2014,290.296515,37.74949,0.000676407743932001,2455003.88529,0.0008900000000000001,-0.0008900000000000001,1,0.0658,2,0,1,Kepler,,,,,,,,0.81,0.05,-0.05,5094.0,100.0,-100.0,14.172,12.735,12.255,0.054,,,0.205,0.015,-0.015,0.0186,,,951.344623196858,4.973456,8e-06,-8e-06,,,,2.677499783360081,2.2978410498424293,5.91160836266095
Kepler-158,b,2014,284.032244,39.781348,0.0009813210526336043,2455007.75561,0.00193,-0.00193,1,0.1152,2,0,1,Kepler,,,,,,,,0.62,0.08,-0.08,4623.0,200.0,-200.0,14.427,12.722000000000001,12.138,0.111,,,0.18899999999999997,0.032,-0.032,0.0162,,,526.8555345486433,16.709184,6.4e-05,-6.4e-05,,,,2.9758270375646836,2.1184973581474105,5.148820186833731
Kepler-160,c,2014,287.773581,42.869285999999995,0.001413895413751128,2455004.48747,0.0012699999999999999,-0.0012699999999999999,1,0.2003,2,0,1,Kepler,,,,,,,,0.88,0.43,-0.43,5857.0,200.0,-200.0,14.619000000000002,13.46,13.100999999999999,0.109,,,0.322,0.158,-0.158,0.0399,,,802.4844190726848,13.699087,3.1e-05,-3.1e-05,,,,1.4821199868556283,3.6092917953622554,12.681353423127524
Kepler-162,c,2014,297.27891,43.724018,0.0008353259031151629,2455003.10194,0.00131,-0.00131,1,0.147,2,0,1,Kepler,,,,,,,,0.96,0.51,-0.51,5816.0,200.0,-200.0,14.248,13.040999999999999,12.708,0.137,,,0.27,0.145,-0.145,0.0297,,,742.3915646592111,19.446355,4.5e-05,-4.5e-05,,,,1.8712992354552571,3.026424797353444,9.439503675861841
Kepler-164,c,2014,287.780828,47.629913,0.000475395272506645,2455009.72046,0.00149,-0.00149,1,0.1252,3,0,1,Kepler,,,,,,,,1.15,0.22,-0.22,5888.0,113.0,-113.0,14.282,13.254000000000001,13.008,0.097,,,0.244,0.046,-0.046,0.0249,,,977.6066614252062,10.945723,2.9e-05,-2.9e-05,,,,2.125729264327903,2.734991298349038,7.9139273242074015
Kepler-166,b,2014,293.160171,48.881190999999994,0.000794693247862008,2455004.9714900004,0.00088,-0.00088,1,0.1145,3,0,1,Kepler,,,,,,,,0.74,0.38,-0.38,5413.0,200.0,-200.0,14.700999999999999,13.345999999999998,12.940999999999999,0.072,,,0.203,0.10400000000000001,-0.10400000000000001,0.0182,,,836.7985838812109,7.650254,1.2e-05,-1.2e-05,,,,2.6981205986989147,2.275423088380552,5.784477000023082
Kepler-168,c,2014,294.710165,39.825103999999996,0.0004936821360689994,2455008.60934,0.0021100000000000003,-0.0021100000000000003,1,0.2057,2,0,1,Kepler,,,,,,,,1.11,0.5,-0.5,6282.0,200.0,-200.0,14.606,13.49,13.257,0.116,,,0.24,0.10800000000000001,-0.10800000000000001,0.0242,,,937.0520706105852,13.193242,4.9e-05,-4.9e-05,,,,2.1709995036336385,2.690155375425283,7.69144743959113
Kepler-321,b,2014,294.45367400000003,44.145756,0.0001861620436031121,2454965.69543,0.00128,-0.00128,1,0.1135,2,0,1,Kepler,,,,,,,,1.19,0.23,-0.23,5740.0,100.0,-100.0,12.706,11.620999999999999,11.3,0.057,,,0.158,0.03,-0.03,0.0119,,,1264.6817254469474,4.915379,1e-05,-1e-05,,,,3.7415692169792183,1.7710189554883116,3.7821580384766302
Kepler-321,c,2014,294.45367400000003,44.145756,0.0003195344258271811,2454977.52374,0.00109,-0.00109,1,0.0892,2,0,1,Kepler,,,,,,,,1.19,0.23,-0.23,5740.0,100.0,-100.0,12.706,11.620999999999999,11.3,0.11,,,0.207,0.04,-0.04,0.0189,,,910.3792037124355,13.093921,2.4e-05,-2.4e-05,,,,2.6425843040492816,2.320259011304307,6.0069568846393535
Kepler-322,c,2014,281.34882400000004,44.295242,0.0002959807117517142,2454965.84959,0.00123,-0.00123,1,0.1023,2,0,1,Kepler,,,,,,,,0.89,0.1,-0.1,5388.0,100.0,-100.0,13.53,12.245999999999999,11.867,0.051,,,0.149,0.016,-0.016,0.0108,,,1085.352473024904,4.337234,9e-06,-9e-06,,,,4.048955778554884,1.6701381289098634,3.432546791222488
Kepler-323,b,2014,291.38223999999997,38.127472999999995,0.00012425870161971125,2454969.05307,0.00109,-0.00109,1,0.0983,2,0,1,Kepler,,,,,,,,1.18,0.23,-0.23,5987.0,150.0,-150.0,12.722000000000001,11.689,11.423,0.028,,,0.128,0.025,-0.025,2.153,1.555,-0.923,1874.1508488058175,1.678327,3e-06,-3e-06,,,,1273.1870252950575,1.4347495335601512,684.2845593983349
Kepler-323,c,2014,291.38223999999997,38.127472999999995,0.00015945673837612477,2454967.64078,0.00133,-0.00133,1,0.1271,2,0,1,Kepler,,,,,,,,1.18,0.23,-0.23,5987.0,150.0,-150.0,12.722000000000001,11.689,11.423,0.046,,,0.145,0.028999999999999998,-0.028999999999999998,0.251,0.408,-0.229,1462.1928091667207,3.553822,8e-06,-8e-06,,,,102.10518536430142,1.6253022059861086,79.77493005526337
Kepler-324,c,2014,286.471473,49.649021000000005,0.001181748213290806,2455016.00049,0.0029100000000000003,-0.0029100000000000003,1,0.2745,2,0,1,Kepler,,,,,,,,0.84,0.07,-0.07,5194.0,100.0,-100.0,14.122,12.783,12.337,0.26,,,0.281,0.028999999999999998,-0.028999999999999998,0.0317,,,450.1820890500639,51.805612,0.000314,-0.000314,,,,1.7718150479803787,3.1497235853937697,10.075160489051191
Kepler-325,b,2014,289.83543399999996,49.825626,0.000713867454269124,2454967.9001,0.0010400000000000001,-0.0010400000000000001,1,0.0732,3,0,1,Kepler,,,,,,,,1.0,0.5,-0.5,5752.0,200.0,-200.0,15.009,13.806,13.4,0.053,,,0.26,0.128,-0.128,0.0277,,,1204.7980068875888,4.544439,8e-06,-8e-06,,,,1.9545096025219646,2.914334990044057,8.803846862672492
Kepler-325,c,2014,289.83543399999996,49.825626,0.0005441549711691373,2454976.73016,0.0034200000000000003,-0.0034200000000000003,1,0.0766,3,0,1,Kepler,,,,,,,,1.0,0.5,-0.5,5752.0,200.0,-200.0,15.009,13.806,13.4,0.105,,,0.22699999999999998,0.11199999999999999,-0.11199999999999999,0.022,,,855.9679932946773,12.762172,6.4e-05,-6.4e-05,,,,2.3325082717578107,2.5444386259230805,6.992224945082845
Kepler-326,b,2014,294.325546,46.002254,0.0003051888968694924,2454966.42421,0.00115,-0.00115,1,0.0863,3,0,1,Kepler,,,,,,,,0.8,0.05,-0.05,5105.0,100.0,-100.0,13.693,12.229000000000001,11.783,0.032,,,0.136,0.013999999999999999,-0.013999999999999999,0.14,0.15,-0.105,1230.8327645826641,2.248329,4e-06,-4e-06,,,,69.02229473613733,1.5244213794076606,44.495976923254474
Kepler-326,c,2014,294.325546,46.002254,0.0002578166367639391,2454967.07605,0.00134,-0.00134,1,0.0892,3,0,1,Kepler,,,,,,,,0.8,0.05,-0.05,5105.0,100.0,-100.0,13.693,12.229000000000001,11.783,0.051,,,0.125,0.009000000000000001,-0.009000000000000001,0.055,0.048,-0.034,974.9648301333698,4.580358,1e-05,-1e-05,,,,34.922934851760196,1.401122591367335,17.480562362707115
Kepler-326,d,2014,294.325546,46.002254,0.0001924590880777335,2454969.61605,0.0021899999999999997,-0.0021899999999999997,1,0.068,3,0,1,Kepler,,,,,,,,0.8,0.05,-0.05,5105.0,100.0,-100.0,13.693,12.229000000000001,11.783,0.066,,,0.10800000000000001,0.008,-0.008,0.022,0.027,-0.019,857.0419301280857,6.766888,2.3e-05,-2.3e-05,,,,21.658555965917323,1.2105699189413777,6.992224945082845
Kepler-327,b,2014,292.642372,44.087672999999995,0.0004310713065371976,2454965.60488,0.00128,-0.00128,1,0.0695,3,0,1,Kepler,,,,,,,,0.49,0.02,-0.02,3799.0,100.0,-100.0,15.017999999999999,12.794,12.11,0.029,,,0.099,0.004,-0.004,0.0044399999999999995,,,753.0115409922115,2.549575,6e-06,-6e-06,,,,5.6748641523265775,1.1096890923629295,1.411158125280356
Kepler-327,d,2014,292.642372,44.087672999999995,0.0010430861244603792,2454965.17104,0.00126,-0.00126,1,0.0587,3,0,1,Kepler,,,,,,,,0.49,0.02,-0.02,3799.0,100.0,-100.0,15.017999999999999,12.794,12.11,0.09,,,0.154,0.009000000000000001,-0.009000000000000001,0.0115,,,427.44414898526657,13.969457,3.1e-05,-3.1e-05,,,,3.9049345682168037,1.7261830325645569,3.65502667583876
Kepler-328,b,2013,295.80928900000004,40.008503000000005,0.00044379112079378596,,,,1,,2,0,1,Kepler,,,,,1.1,,,1.0,,,5914.0,,,15.674000000000001,14.463,14.194,,,,0.205,0.086,-0.021,0.09,0.041,-0.039,,34.921,,,,,,12.95564411303265,2.2978410498424293,28.60455659352073
Kepler-329,c,2014,299.268042,45.227428,0.0011553700176320943,2454969.14841,0.0027300000000000002,-0.0027300000000000002,1,0.1645,2,0,1,Kepler,,,,,,,,0.52,0.05,-0.05,4257.0,200.0,-200.0,15.434000000000001,13.513,12.845,0.113,,,0.172,0.026000000000000002,-0.026000000000000002,0.0138,,,440.3514168842631,18.684737,8.9e-05,-8.9e-05,,,,3.363348182987137,1.9279446857214528,4.386032011006512
Kepler-330,b,2014,288.447375,44.801685,0.0002933380400514152,2454986.98309,0.0066,-0.0066,1,0.1252,2,0,1,Kepler,,,,,,,,0.72,0.27,-0.27,5117.0,200.0,-200.0,15.261,13.86,13.315,0.075,,,0.12,0.047,-0.047,0.007520000000000001,,,764.5120434861913,8.25978,7.6e-05,-7.6e-05,,,,5.396997113165277,1.3450776877126416,2.3900696175919545
Kepler-330,c,2014,288.447375,44.801685,0.0006167432292081004,2454976.3037099997,0.0029100000000000003,-0.0029100000000000003,1,0.1632,2,0,1,Kepler,,,,,,,,0.72,0.27,-0.27,5117.0,200.0,-200.0,15.261,13.86,13.315,0.116,,,0.174,0.064,-0.064,0.014,,,614.7322086420021,15.955387,7.6e-05,-7.6e-05,,,,3.295781215647178,1.9503626471833302,4.449597692325447
Kepler-331,c,2014,291.83432799999997,39.307358,0.0011829500929113827,2454969.0079799998,0.00216,-0.00216,1,0.1155,3,0,1,Kepler,,,,,,,,0.49,0.05,-0.05,4347.0,200.0,-200.0,15.862,14.082,13.512,0.105,,,0.16399999999999998,0.017,-0.017,0.0127,,,452.82075917878535,17.28111,6.4e-05,-6.4e-05,,,,3.5706744842776637,1.8382728398739434,4.0364207637523695
Kepler-331,d,2014,291.83432799999997,39.307358,0.0009375284124218856,2454975.26823,0.00375,-0.00375,1,0.1173,3,0,1,Kepler,,,,,,,,0.49,0.05,-0.05,4347.0,200.0,-200.0,15.862,14.082,13.512,0.159,,,0.146,0.015,-0.015,0.0105,,,367.978475529603,32.134328,0.000216,-0.000216,,,,4.184165122309528,1.6365111867170472,3.3371982692440856
Kepler-332,b,2014,286.662964,47.4137,0.00022032946119417417,2454969.01672,0.00221,-0.00221,1,0.0987,3,0,1,Kepler,,,,,,,,0.72,0.04,-0.04,4955.0,100.0,-100.0,14.017000000000001,12.558,12.073,0.07,,,0.10400000000000001,0.006999999999999999,-0.006999999999999999,0.005370000000000001,,,766.2918116582779,7.626324,2.8e-05,-2.8e-05,,,,5.920417737783702,1.165733996017623,1.706738543413404
Kepler-332,c,2014,286.662964,47.4137,0.0001916678901974837,2454977.23834,0.004229999999999999,-0.004229999999999999,1,0.1408,3,0,1,Kepler,,,,,,,,0.72,0.04,-0.04,4955.0,100.0,-100.0,14.017000000000001,12.558,12.073,0.114,,,0.09699999999999999,0.006999999999999999,-0.006999999999999999,0.0041600000000000005,,,600.4692597929453,15.995622,0.000108,-0.000108,,,,5.652703565551694,1.0872711309010519,1.3221661714338473
Kepler-333,b,2014,292.286069,40.913584,0.0005234595916992971,2454970.26142,0.0022600000000000003,-0.0022600000000000003,1,0.134,2,0,1,Kepler,,,,,,,,0.53,0.05,-0.05,4259.0,200.0,-200.0,14.731,12.86,12.227,0.087,,,0.11800000000000001,0.013999999999999999,-0.013999999999999999,0.089,0.091,-0.076,506.8964461412733,12.551158,4.4e-05,-4.4e-05,,,,67.17722628075444,1.3226597262507644,28.286728186926055
Kepler-333,c,2014,292.286069,40.913584,0.00036845931185326133,2454967.42547,0.0050100000000000006,-0.0050100000000000006,1,0.1663,2,0,1,Kepler,,,,,,,,0.53,0.05,-0.05,4259.0,200.0,-200.0,14.731,12.86,12.227,0.135,,,0.099,0.018000000000000002,-0.018000000000000002,0.0044399999999999995,,,406.9227665242558,24.08821,0.000207,-0.000207,,,,5.6748641523265775,1.1096890923629295,1.411158125280356
Kepler-334,b,2014,287.140668,47.115196000000005,9.223660967639921e-05,2454964.49467,0.0021100000000000003,-0.0021100000000000003,1,0.1267,3,0,1,Kepler,,,,,,,,1.07,0.19,-0.19,5828.0,100.0,-100.0,12.776,11.71,11.448,0.061,,,0.1,0.019,-0.019,0.0045899999999999995,,,1177.0090774294522,5.470319,2.1e-05,-2.1e-05,,,,5.6923391679538105,1.120898073093868,1.4588323862695571
Kepler-1433,b,2016,287.36329900000004,49.45689,0.0001440809503467285,2454966.53956,0.00515,-0.00515,1,0.11621,1,0,1,Kepler,,,,,1.14,0.11,-0.07,1.19,0.33,-0.13,6097.0,97.58,-116.39,14.825999999999999,13.772,13.482999999999999,,,,0.139,0.04,-0.016,0.009609999999999999,,,,4.13592271,2.888e-05,-2.888e-05,,,,4.437691117980127,1.5580483216004768,3.0543309873748243
Kepler-1434,b,2016,295.53837999999996,51.202957,2.4870295246919727e-05,2454967.96049,0.00942,-0.00942,1,0.21988000000000002,1,0,1,Kepler,,,,,1.47,0.13,-0.12,2.04,0.37,-0.34,6291.0,88.58,-88.27,12.085999999999999,11.067,10.865,,,,0.099,0.019,-0.018000000000000002,0.0044399999999999995,,,,8.05333618,8.907e-05,-8.907e-05,,,,5.6748641523265775,1.1096890923629295,1.411158125280356
