pl_hostname,pl_letter,pl_disc,ra,dec,pl_trandep,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranflag,pl_trandur,pl_pnum,pl_k2flag,pl_kepflag,pl_facility,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orblper,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,st_optmag,st_j,st_h,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_eqt,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eccen,pl_eccenerr1,pl_eccenerr2,pl_density,pl_rade,pl_bmasse
Kepler-1264,b,2016,289.88437799999997,45.211502,0.00012122643491920726,2454964.51141,0.00196,-0.00196,1,0.053766999999999995,1,0,1,Kepler,,,,,0.99,0.06,-0.06,0.98,0.18,-0.09,5791.0,109.18,-145.15,14.511,13.305,12.959000000000001,,,,0.105,0.02,-0.011000000000000001,0.005529999999999999,,,,0.96852602,2.33e-06,-2.33e-06,,,,5.924276466383768,1.1769429767485615,1.7575910884685513
Kepler-1265,b,2016,284.58578900000003,47.079533000000005,0.0003194002099614652,2454965.25045,0.0035700000000000003,-0.0035700000000000003,1,0.09346,1,0,1,Kepler,,,,,0.71,0.04,-0.05,0.69,0.03,-0.05,4630.0,42.63,-41.2,15.602,13.939,13.32,,,,0.12,0.006,-0.012,0.007520000000000001,,,,6.49441289,2.951e-05,-2.951e-05,,,,5.396997113165277,1.3450776877126416,2.3900696175919545
Kepler-1266,b,2016,285.869287,42.728096,0.0009671623328842019,2454987.5819099997,0.0066099999999999996,-0.0066099999999999996,1,0.20037,1,0,1,Kepler,,,,,0.8,0.04,-0.05,0.76,0.04,-0.05,5044.0,49.22,-50.99,15.86,14.388,13.922,,,,0.23,0.012,-0.040999999999999995,0.0226,,,,28.474748,0.0002045,-0.0002045,,,,2.3035784890441025,2.5780655681158966,7.18292198903965
Kepler-1267,b,2016,299.169533,43.441094,0.0005306558479040112,2454977.11387,0.00685,-0.00685,1,0.17717,1,0,1,Kepler,,,,,1.15,0.11,-0.11,1.2,0.37,-0.17,6096.0,119.67,-215.9,15.829,14.411,14.092,,,,0.26899999999999996,0.085,-0.04,0.0293,,,,13.0313945,0.0001104,-0.0001104,,,,1.866761621317296,3.0152158166225047,9.312372313223971
Kepler-436,c,2016,301.720753,44.412063,0.0009323983076168153,2454967.0422099996,0.00404,-0.00404,1,0.13492,2,0,1,Kepler,,,,,0.73,0.03,-0.03,0.7,0.03,-0.02,4651.0,100.0,-100.0,15.856,14.083,13.49,,,,0.20800000000000002,0.017,-0.012,0.019,,,,16.79713874,8.561e-05,-8.561e-05,,,,2.6184342881259384,2.331467992035246,6.038739725298821
Kepler-1269,b,2016,287.805581,45.340548999999996,0.00016788473536099517,2454995.90448,0.00662,-0.00662,1,0.30391999999999997,1,0,1,Kepler,,,,,1.1,0.09,-0.06,1.15,0.32,-0.12,5998.0,88.2,-88.22,13.610999999999999,12.498,12.23,,,,0.145,0.040999999999999995,-0.016,0.0104,,,,37.3331536,0.000321,-0.000321,,,,4.230653098759899,1.6253022059861086,3.3054154285846176
Kepler-1270,b,2016,286.71563399999997,48.645278999999995,8.098804364493652e-05,2454970.11912,0.00809,-0.00809,1,0.42767,1,0,1,Kepler,,,,,1.28,0.01,-0.11,3.38,0.3,-0.41,5047.0,40.17,-34.17,13.274000000000001,11.843,11.333,,,,0.29600000000000004,0.027000000000000003,-0.057999999999999996,0.0346,,,,6.03356196,6.551e-05,-6.551e-05,,,,1.6545467731056736,3.31785829635785,10.996862868175747
Kepler-1271,b,2016,286.344287,37.411972999999996,0.00012162098774195973,2454967.3645,0.00351,-0.00351,1,0.1233,1,0,1,Kepler,,,,,1.13,0.06,-0.06,1.23,0.18,-0.13,6143.0,81.37,-88.49,13.925,12.860999999999999,12.569,,,,0.132,0.021,-0.013999999999999999,0.008790000000000001,,,,3.0255955,1.16e-05,-1.16e-05,,,,4.7396379126959,1.479585456483906,2.7937116939671918
Kepler-1273,b,2016,285.803226,44.873428000000004,0.0006284837468568795,2454991.1131700003,0.0057399999999999994,-0.0057399999999999994,1,0.19171,1,0,1,Kepler,,,,,0.94,0.04,-0.05,0.91,0.12,-0.06,5566.0,77.45,-71.25,15.825999999999999,14.615,14.192,,,,0.222,0.028999999999999998,-0.017,0.0213,,,,28.625653,0.0002174,-0.0002174,,,,2.414341855167689,2.488393722268387,6.7697450604665725
Kepler-1274,b,2016,284.593715,46.449776,3.6170862181743915e-05,2454965.76973,0.00881,-0.00881,1,0.24566999999999997,1,0,1,Kepler,,,,,1.45,0.06,-0.05,2.17,0.13,-0.12,6179.0,54.41,-48.15,11.752,10.755999999999998,10.505999999999998,,,,0.127,0.009000000000000001,-0.009000000000000001,0.008190000000000001,,,,6.98152703,6.708e-05,-6.708e-05,,,,4.958505761630237,1.4235405528292124,2.603014650010387
Kepler-221,b,2014,296.654765,46.83527,0.0003676427817731838,2454965.72929,0.00084,-0.00084,1,0.086,4,0,1,Kepler,,,,,,,,0.82,0.07,-0.07,5243.0,100.0,-100.0,13.749,12.413,11.995,0.037,,,0.153,0.015,-0.015,0.0112,,,1190.1980097342498,2.795906,4e-06,-4e-06,,,,3.8781250924446993,1.714974051833618,3.5596781538603577
Kepler-222,c,2014,287.9061,46.937767,0.0023912944928728822,2455006.08263,0.00061,-0.00061,1,0.0714,3,0,1,Kepler,,,,,,,,0.87,0.38,-0.38,5433.0,200.0,-200.0,15.062999999999999,13.717,13.341,0.091,,,0.414,0.185,-0.185,0.0612,,,810.050198931768,10.08881,1.1e-05,-1.1e-05,,,,1.0696174564008996,4.640518022608614,19.451098483594095
Kepler-1248,b,2016,288.059319,51.354454,7.952043446240468e-05,2454969.38542,0.00586,-0.00586,1,0.15471,1,0,1,Kepler,,,,,1.21,0.04,-0.04,1.21,0.06,-0.05,6149.0,83.25,-74.3,12.77,11.770999999999999,11.534,,,,0.105,0.018000000000000002,-0.01,0.005529999999999999,,,,7.46725407,5.302e-05,-5.302e-05,,,,5.924276466383768,1.1769429767485615,1.7575910884685513
Kepler-1249,b,2016,296.894856,44.37178,0.000289682773067962,2454980.4084,0.01,-0.01,1,0.2762,1,0,1,Kepler,,,,,1.19,0.17,-0.12,1.28,0.52,-0.2,6202.0,133.62,-201.72,15.373,14.167,13.873,,,,0.212,0.087,-0.034,0.0197,,,,24.3347127,0.0002886,-0.0002886,,,,2.5641104384583095,2.376303914959,6.261219609915093
Kepler-1250,b,2016,287.793862,45.98024,0.0003215221935122487,2454964.83537,0.00205,-0.00205,1,0.061025,1,0,1,Kepler,,,,,0.99,0.05,-0.05,0.98,0.22,-0.08,5717.0,71.36,-82.51,15.618,14.432,14.14,,,,0.171,0.04,-0.015,0.0137,,,,2.60754383,6.52e-06,-6.52e-06,,,,3.39789785494003,1.9167357049905145,4.354249170347044
Kepler-1252,b,2016,298.95031800000004,46.692799,0.0001973287785359252,2454968.5306700002,0.007,-0.007,1,0.17812999999999998,1,0,1,Kepler,,,,,1.06,0.09,-0.09,1.09,0.27,-0.14,5949.0,144.6,-218.38,14.503,13.159,12.815999999999999,,,,0.149,0.037000000000000005,-0.021,0.0108,,,,15.0540329,0.0001248,-0.0001248,,,,4.048955778554884,1.6701381289098634,3.432546791222488
Kepler-1253,b,2016,283.885115,47.637221999999994,0.00012358889212070353,2454993.2980400003,0.00588,-0.00588,1,0.2479,1,0,1,Kepler,,,,,0.97,0.06,-0.06,1.1,0.15,-0.13,5850.0,65.89,-56.44,12.464,11.387,11.065,,,,0.11900000000000001,0.016,-0.016,0.00733,,,,68.8861915,0.000527,-0.000527,,,,5.3943754946466855,1.333868706981703,2.329682220338966
Kepler-1254,b,2016,285.173326,48.770042,0.00035752509662330563,2454967.39293,0.00412,-0.00412,1,0.11020999999999999,3,0,1,Kepler,,,,,0.78,0.04,-0.05,0.75,0.03,-0.05,4985.0,53.0,-45.04,15.311,13.866,13.288,,,,0.138,0.008,-0.011000000000000001,0.00951,,,,9.99113313,5.61e-05,-5.61e-05,,,,4.487674416340831,1.546839340869538,3.022548146715357
Kepler-1254,c,2016,285.173326,48.770042,0.00025261802668363786,2454967.0344599998,0.0038799999999999998,-0.0038799999999999998,1,0.08254,3,0,1,Kepler,,,,,0.78,0.04,-0.05,0.75,0.03,-0.05,4985.0,53.0,-45.04,15.311,13.866,13.288,,,,0.11599999999999999,0.006,-0.011000000000000001,0.00705,,,,3.60084276,1.9e-05,-1.9e-05,,,,5.601356735700359,1.3002417647888869,2.2406902664924573
Kepler-1255,b,2016,295.239275,42.726479,0.00036072441040646607,2454965.1781200003,0.00733,-0.00733,1,0.34087,1,0,1,Kepler,,,,,1.08,0.1,-0.09,1.12,0.31,-0.14,6018.0,134.73,-186.81,15.251,14.036,13.706,,,,0.207,0.057,-0.026000000000000002,0.0189,,,,36.2919336,0.0003156,-0.0003156,,,,2.6425843040492816,2.320259011304307,6.0069568846393535
Kepler-1256,b,2016,291.474304,44.683514,0.00010099418104287488,2454973.36032,0.00772,-0.00772,1,0.18204,1,0,1,Kepler,,,,,1.17,0.09,-0.06,1.36,0.27,-0.19,6129.0,67.94,-69.29,13.539000000000001,12.485999999999999,12.284,,,,0.133,0.039,-0.02,0.00889,,,,12.4127754,0.000108,-0.000108,,,,4.686244258958927,1.4907944372148445,2.825494534626659
Kepler-1257,b,2016,296.075676,45.627056,0.00025805376403286454,2454964.68877,0.00274,-0.00274,1,0.098579,1,0,1,Kepler,,,,,0.9,0.06,-0.05,0.87,0.1,-0.07,5502.0,168.32,-93.92,15.552999999999999,14.289000000000001,13.850999999999999,,,,0.136,0.016,-0.011000000000000001,0.0092,,,,2.66831376,9.86e-06,-9.86e-06,,,,4.535750796946166,1.5244213794076606,2.924021340671008
Kepler-1259,b,2016,297.841489,46.967682,0.0002918161850822835,2454964.97945,0.0009960000000000001,-0.0009960000000000001,1,0.044545999999999995,1,0,1,Kepler,,,,,0.8,0.04,-0.05,0.77,0.04,-0.04,5053.0,113.64,-67.62,15.304,13.872,13.339,,,,0.128,0.006,-0.009000000000000001,0.00829,,,,0.66308526,8.7e-07,-8.7e-07,,,,4.902331834508142,1.4347495335601512,2.6347974906698544
Kepler-1260,b,2016,295.591254,42.555240999999995,0.00022601514913097304,2454971.42568,0.00598,-0.00598,1,0.28636999999999996,1,0,1,Kepler,,,,,1.06,0.09,-0.08,1.08,0.3,-0.14,5961.0,131.56,-192.48,14.838,13.603,13.28,,,,0.158,0.045,-0.025,0.0119,,,,19.1187753,0.0001687,-0.0001687,,,,3.7415692169792183,1.7710189554883116,3.7821580384766302
HAT-P-45,b,2014,274.373238,-3.381036,0.012324294717594863,2455729.98612,0.00041,-0.00041,1,0.1436,1,0,0,HATNet,87.8,0.9,-0.9,146.0,1.26,0.06,-0.06,1.32,0.15,-0.07,6330.0,100.0,-100.0,,10.73,10.35,0.0452,0.0007,-0.0007,1.426,0.175,-0.087,0.892,0.137,-0.099,1652.0,3.128992,2.1e-05,-2.1e-05,0.049,0.063,-0.063,0.3814910566153901,15.984006522318557,283.5029386824499
HAT-P-46,b,2014,270.44420099999996,-2.9709470000000002,0.00888269730169603,2455701.33646,0.00047000000000000004,-0.00047000000000000004,1,0.1291,1,0,0,HATNet,85.5,0.8,-2.3,70.0,1.28,0.1,-0.06,1.4,0.29,-0.14,6120.0,100.0,-100.0,,10.33,9.972000000000001,0.0577,0.0014,-0.0009,1.284,0.271,-0.133,0.493,0.082,-0.052,1458.0,4.463129,4.8e-05,-4.8e-05,0.123,0.12,-0.12,0.28882177414042504,14.392331258525266,156.68940445117468
HAT-P-54,b,2015,99.898003,25.48254,0.024481132038848295,2456299.3037,0.00023999999999999998,-0.00023999999999999998,1,,1,0,0,HATNet,87.04,0.084,-0.084,,0.65,0.02,-0.02,0.62,0.01,-0.01,4390.0,50.0,-50.0,13.6,11.145,10.487,0.04117,0.00043,-0.00043,0.9440000000000001,0.027999999999999997,-0.027999999999999997,0.76,0.032,-0.032,818.0,3.799847,1.4e-05,-1.4e-05,0.074,,,1.120406688320167,10.581277810006116,241.54958901195283
HATS-2,b,2013,176.739094,-22.562992,0.0177857241933823,2455954.5857599997,9e-05,-9e-05,1,0.0862,1,0,0,HATSouth,87.2,0.7,-0.7,0.0,0.88,0.04,-0.04,0.9,0.02,-0.02,5227.0,95.0,-95.0,13.562000000000001,11.905999999999999,11.475,0.023,0.0003,-0.0003,1.168,0.03,-0.03,1.345,0.15,-0.15,1577.0,1.354133,1e-06,-1e-06,0.0,,,1.046819585101621,13.092089493736378,427.4792068698376
HATS-3,b,2013,312.45743999999996,-24.428793,0.010275481282086678,2456155.96734,0.00014,-0.00014,1,0.1494,1,0,0,HATSouth,86.2,0.3,-0.3,,1.21,0.04,-0.04,1.4,0.03,-0.03,6351.0,76.0,-76.0,12.44,10.98,10.719000000000001,0.0485,0.0004,-0.0006,1.381,0.035,-0.035,1.071,0.136,-0.136,1648.0,3.547851,5e-06,-5e-06,0.0,,,0.5042971553747191,15.479602389426319,340.39422346289666
HATS-5,b,2014,67.222871,-21.481916000000002,0.011604383105090333,2456273.79068,0.0001,-0.0001,1,0.1244,1,0,0,HATSouth,89.3,0.3,-0.3,204.0,0.94,0.03,-0.03,0.87,0.02,-0.02,5304.0,50.0,-50.0,12.63,11.199000000000002,10.772,0.0542,0.0006,-0.0006,0.912,0.025,-0.025,0.237,0.012,-0.012,1025.0,4.763387,1e-05,-1e-05,0.019,0.019,-0.019,0.3874734184991099,10.222590426616078,75.32533236293793
HATS-6,b,2015,88.14679699999999,-19.031655999999998,3.23,2456643.74058,8.4e-05,-8.4e-05,1,0.08504,1,0,0,HATSouth,88.21,0.084,-0.084,,0.57,0.02,-0.03,0.57,0.01,-0.01,3724.0,18.0,-18.0,15.16,12.046,11.397,0.03623,0.00042,-0.00057,0.998,0.019,-0.019,0.319,0.07,-0.07,713.0,3.3252725,2.1e-06,-2.1e-06,0.0,,,0.3979945660128374,11.186562769476803,101.38726170370126
Kepler-53,d,2014,290.461775,40.562462,0.00047622751247614883,2454971.7852,0.0043,-0.0043,1,0.1746,3,0,1,Kepler,,,,,0.98,,,0.89,,,5858.0,,,15.386,14.252,13.905999999999999,0.091,,,0.18899999999999997,0.094,-0.094,0.0162,,,883.3991404067415,9.751962,7.7e-05,-7.7e-05,,,,2.9758270375646836,2.1184973581474105,5.148820186833731
Kepler-54,b,2012,294.77393900000004,43.056295,0.0012207555874779695,2455003.20573,0.0029,-0.0029,1,0.1422,3,0,1,Kepler,,,,,,,,0.55,0.02,-0.02,4252.0,100.0,-100.0,15.847000000000001,13.508,12.897,0.0619,0.00246,-0.00246,0.187,,,0.92,,,453.0,8.0109434,6.9e-05,-6.9e-05,,,,174.47816739567529,2.0960793966855333,292.4021340671008
Kepler-54,c,2012,294.77393900000004,43.056295,0.00042240677767403786,2454976.4484200003,0.0091,-0.0091,1,0.2072,3,0,1,Kepler,,,,,,,,0.55,0.02,-0.02,4252.0,100.0,-100.0,15.847000000000001,13.508,12.897,,,,0.11,,,0.37,,,,12.0717249,0.00029,-0.00029,,,,344.7479972538396,1.2329878804032548,117.59651044002968
Kepler-54,d,2014,294.77393900000004,43.056295,0.0006456889057734714,2454985.31995,0.0039,-0.0039,1,0.1124,3,0,1,Kepler,,,,,,,,0.55,0.02,-0.02,4252.0,100.0,-100.0,15.847000000000001,13.508,12.897,0.126,,,0.136,0.006999999999999999,-0.006999999999999999,0.0093,,,428.373528758521,20.995694,0.000143,-0.000143,,,,4.585052436043407,1.5244213794076606,2.955804181330475
Kepler-55,c,2012,285.168338,44.026466,0.0010661540475254768,2454971.99284,0.0045,-0.0045,1,0.2109,5,0,1,Kepler,,,,,,,,0.62,0.03,-0.03,4503.0,100.0,-100.0,15.790999999999999,13.97,13.359000000000002,,,,0.19699999999999998,,,1.11,,,,42.1516418,0.00053,-0.00053,,,,180.05383818874273,2.20816920399492,352.78953132008905
Kepler-55,d,2014,285.168338,44.026466,0.0005539418746760729,2455003.14912,0.00091,-0.00091,1,0.0685,5,0,1,Kepler,,,,,,,,0.62,0.03,-0.03,4503.0,100.0,-100.0,15.790999999999999,13.97,13.359000000000002,0.029,,,0.142,0.008,-0.008,0.00993,,,1003.9962497606125,2.211099,4e-06,-4e-06,,,,4.300929251610402,1.5916752637932925,3.1560360774851204
Kepler-55,e,2014,285.168338,44.026466,0.000523173430932907,2454968.0425400003,0.00224,-0.00224,1,0.0888,5,0,1,Kepler,,,,,,,,0.62,0.03,-0.03,4503.0,100.0,-100.0,15.790999999999999,13.97,13.359000000000002,0.048,,,0.138,0.021,-0.021,0.00951,,,780.3877991164052,4.617534,2.1e-05,-2.1e-05,,,,4.487674416340831,1.546839340869538,3.022548146715357
Kepler-56,b,2012,293.758347,41.871869000000004,0.0001992243491530521,2454978.2556,0.0056,-0.0057,1,,3,0,1,Kepler,,,,,1.32,0.13,-0.13,4.23,0.15,-0.15,4840.0,97.0,-97.0,12.44,10.812999999999999,10.33,0.1028,0.0037,-0.0037,0.581,0.026000000000000002,-0.025,0.07,0.012,-0.011,1497.1050862309035,10.5016,0.0011,-0.001,0.04,0.01,-0.01,0.44263701263735683,6.512417804675373,22.247988461627237
Kepler-56,c,2012,293.758347,41.871869000000004,0.0004508302171567121,2454978.656,0.0057,-0.0055,1,,3,0,1,Kepler,,,,,1.32,0.13,-0.13,4.23,0.15,-0.15,4840.0,97.0,-97.0,12.44,10.812999999999999,10.33,0.1652,0.0059,-0.0059,0.8740000000000001,0.040999999999999995,-0.040999999999999995,0.57,0.066,-0.06,1180.9834774633807,21.40239,0.00059,-0.00062,0.0,0.01,-0.01,1.0588114791649768,9.796649158840408,181.1621917589646
Kepler-57,b,2012,293.641285,44.65704,0.0007535193151180002,2454971.5584,0.001,-0.001,1,0.0466,2,0,1,Kepler,,,,,0.83,,,0.73,,,5145.0,,,14.809000000000001,13.437000000000001,13.022,,,,0.195,,,18.86,,,,5.7293196,1.8e-05,-1.8e-05,,,,3154.3939973634338,2.1857512425330428,5994.243748375567
Kepler-58,b,2012,296.358649,39.115194,0.0005086480236131262,2454969.87048,0.0056,-0.0056,1,0.1832,3,0,1,Kepler,,,,,,,,1.13,0.53,-0.53,6099.0,200.0,-200.0,14.82,13.642999999999999,13.382,,,,0.248,,,1.39,,,,10.2184954,0.00015,-0.00015,,,,113.01545584565648,2.7798272212727926,441.7814851665979
Kepler-58,c,2012,296.358649,39.115194,0.0005377672628681634,2454965.4320900002,0.0066,-0.0066,1,0.2126,3,0,1,Kepler,,,,,,,,1.13,0.53,-0.53,6099.0,200.0,-200.0,14.82,13.642999999999999,13.382,,,,0.255,,,2.19,,,,15.5741568,0.00027,-0.00027,,,,163.79538336875362,2.8582900863893634,696.0442104423378
Kepler-58,d,2014,296.358649,39.115194,0.0005676969779672775,2454965.7179900003,0.00903,-0.00903,1,0.2268,3,0,1,Kepler,,,,,,,,1.13,0.53,-0.53,6099.0,200.0,-200.0,14.82,13.642999999999999,13.382,0.236,,,0.262,0.125,-0.125,0.0282,,,643.5394150796551,40.101371,0.000612,-0.000612,,,,1.944568819351118,2.9367529515059343,8.96276106596983
Kepler-59,b,2012,287.03950299999997,46.640128999999995,0.00011478029348068868,2454970.74767,0.011,-0.011,1,0.249,2,0,1,Kepler,,,,,1.04,,,0.94,,,6074.0,,,14.307,13.253,12.974,,,,0.098,,,2.05,,,,11.8681707,0.00036,-0.00036,,,,2701.181193080988,1.0984801116319907,651.5482335190833
Kepler-60,b,2012,288.96124199999997,42.265011,0.0001557086208517818,2456462.2796,0.0034,-0.0033,1,,3,0,1,Kepler,,,,,1.04,0.08,-0.08,1.26,0.09,-0.09,5905.0,144.0,-144.0,13.959000000000001,12.804,12.569,0.07497000000000001,,,0.153,0.012,-0.012,0.01318,0.00176,-0.00164,1167.3328760745421,7.1334,0.0001,-0.0001,0.0108,,,4.563722207001887,1.714974051833618,4.188978398917814
Kepler-60,c,2012,288.96124199999997,42.265011,0.00019223286524911338,2456466.5827,0.0032,-0.0032,1,,3,0,1,Kepler,,,,,1.04,0.08,-0.08,1.26,0.09,-0.09,5905.0,144.0,-144.0,13.959000000000001,12.804,12.569,0.08701,,,0.17,0.013000000000000001,-0.013000000000000001,0.01211,0.00255,-0.00255,1083.5623040786463,8.9187,0.0002,-0.0002,0.0291,,,3.0568593892740505,1.905526724259576,3.8489020038615114
Kepler-60,d,2012,288.96124199999997,42.265011,0.00021075107621290335,2456460.2779,0.0038,-0.0037,1,,3,0,1,Kepler,,,,,1.04,0.08,-0.08,1.26,0.09,-0.09,5905.0,144.0,-144.0,13.959000000000001,12.804,12.569,0.10547999999999999,,,0.17800000000000002,0.013999999999999999,-0.013999999999999999,0.013090000000000001,0.00264,-0.00236,984.1321319557547,11.8981,0.0002,-0.0002,0.0151,,,2.878443590692977,1.9951985701070853,4.160373842324293
Kepler-62,b,2013,283.21274700000004,45.349865,0.043,2455003.9189,0.0009,-0.0009,1,0.0963,5,0,1,Kepler,89.2,0.4,-0.4,,0.69,0.02,-0.02,0.64,0.02,-0.02,4925.0,70.0,-70.0,13.725,12.255999999999998,11.739,0.0553,0.0005,-0.0005,0.11699999999999999,0.004,-0.004,0.03,,,750.0,5.714932,9e-06,-9e-06,,,,23.229601135290988,1.3114507455198257,9.534852197840243
Kepler-62,c,2013,283.21274700000004,45.349865,0.007,2454967.651,0.008,-0.008,1,0.1258,5,0,1,Kepler,89.7,0.2,-0.2,,0.69,0.02,-0.02,0.64,0.02,-0.02,4925.0,70.0,-70.0,13.725,12.255999999999998,11.739,0.0929,0.0009,-0.0009,0.048,0.003,-0.003,0.013,,,578.0,12.4417,0.0001,-0.0001,,,,145.77992534730012,0.5380310750850567,4.131769285730772
Kepler-62,d,2013,283.21274700000004,45.349865,0.092,2455013.8117,0.0008,-0.0008,1,0.1238,5,0,1,Kepler,89.7,0.3,-0.3,,0.69,0.02,-0.02,0.64,0.02,-0.02,4925.0,70.0,-70.0,13.725,12.255999999999998,11.739,0.12,0.001,-0.001,0.174,0.006,-0.006,0.044,,,510.0,18.16406,2e-05,-2e-05,,,,10.35816953489113,1.9503626471833302,13.98444989016569
Kepler-62,f,2013,283.21274700000004,45.349865,0.042,2455422.71,0.006,-0.006,1,0.3108,5,0,1,Kepler,89.9,0.03,-0.03,,0.69,0.02,-0.02,0.64,0.02,-0.02,4925.0,70.0,-70.0,13.725,12.255999999999998,11.739,0.718,0.007,-0.007,0.126,0.006,-0.006,0.11,,,208.0,267.291,0.005,-0.005,,,,68.19603627752397,1.4123315720982739,34.96112472541423
Kepler-63,b,2013,289.226179,49.548203,0.003872388059834293,2455010.84307,5e-05,-5e-05,1,0.121,1,0,1,Kepler,87.806,0.018000000000000002,-0.019,,0.98,0.04,-0.04,0.9,0.03,-0.02,5576.0,50.0,-50.0,12.02,10.399000000000001,10.096,0.08,0.002,-0.002,0.545,0.018000000000000002,-0.018000000000000002,0.378,,,901.8458769928903,9.4341505,1e-06,-1e-06,0.45,,,2.895878765062525,6.108894498361582,120.13913769278707
Kepler-65,b,2012,288.6887,41.151173,0.0085,2454966.499,0.0013,-0.0013,1,0.1282,3,0,1,Kepler,,,,,1.25,0.06,-0.06,1.41,0.03,-0.03,6211.0,66.0,-66.0,11.017999999999999,10.066,9.852,0.035,0.002,-0.001,0.127,0.003,-0.003,0.008190000000000001,,,1900.948543726714,2.15491,5e-06,-5e-06,0.02,0.17,-0.02,4.958505761630237,1.4235405528292124,2.603014650010387
Kepler-65,d,2012,288.6887,41.151173,0.0098,2454970.9905,0.0016,-0.0016,1,0.1708,3,0,1,Kepler,,,,,1.25,0.06,-0.06,1.41,0.03,-0.03,6211.0,66.0,-66.0,11.017999999999999,10.066,9.852,0.084,0.006,-0.002,0.136,0.004,-0.004,0.0092,,,1227.0570086418006,8.13123,2e-05,-2e-05,0.1,0.23,-0.1,4.535750796946166,1.5244213794076606,2.924021340671008
Kepler-67,b,2013,294.15333599999997,46.166438,0.001191473161023038,2454966.9855,0.0048,-0.0048,1,,1,0,1,Kepler,,,,,0.86,0.03,-0.03,0.78,0.03,-0.03,5331.0,63.0,-63.0,16.4,14.741,14.341,0.1171,0.0015,-0.0015,0.262,0.013999999999999999,-0.013999999999999999,0.0282,,,663.4540264895378,15.7259,0.00011,-0.00011,,,,1.944568819351118,2.9367529515059343,8.96276106596983
Kepler-1372,b,2016,288.886635,44.83955,0.00014331257689764558,2454964.53493,0.0038200000000000005,-0.0038200000000000005,1,0.08437,1,0,1,Kepler,,,,,0.98,0.05,-0.05,0.97,0.26,-0.08,5677.0,76.2,-103.14,15.370999999999999,14.113,13.792,,,,0.113,0.039,-0.012,0.00678,,,,1.31155557,5.54e-06,-5.54e-06,,,,5.8273680261722625,1.266614822596071,2.154876596711895
Kepler-1373,b,2016,285.752049,39.249204999999996,6.333474905794374e-05,2454964.9893799997,0.0042,-0.0042,1,0.07817,1,0,1,Kepler,,,,,1.22,0.2,-0.12,1.33,0.62,-0.2,6299.0,169.62,-170.73,14.135,13.120999999999999,12.853,,,,0.10300000000000001,0.048,-0.017,0.00521,,,,1.29123275,6.46e-06,-6.46e-06,,,,5.912948990910946,1.1545250152866842,1.6558859983582557
Kepler-1374,b,2016,291.349983,45.172267,0.0006698247393569102,2454969.08934,0.00447,-0.00447,1,0.11295999999999999,1,0,1,Kepler,,,,,0.85,0.05,-0.06,0.81,0.06,-0.06,5323.0,108.36,-85.42,15.97,14.649000000000001,14.196,,,,0.204,0.018000000000000002,-0.016,0.0184,,,,10.65276707,5.294e-05,-5.294e-05,,,,2.6878523241162475,2.2866320691114908,5.848042681342016
Kepler-1375,b,2016,296.293558,43.403267,8.007450790319055e-05,2454966.5638200003,0.00412,-0.00412,1,0.18742,1,0,1,Kepler,,,,,1.47,0.22,-0.16,1.78,0.69,-0.34,6704.0,142.25,-207.96,13.749,12.66,12.459000000000001,,,,0.155,0.061,-0.03,0.0116,,,,3.3004192,1.505e-05,-1.505e-05,,,,3.8631447214879024,1.7373920132954954,3.686809516498227
Kepler-1376,b,2016,286.958437,42.541385999999996,9.917064213858533e-05,2454967.24408,0.00636,-0.00636,1,0.12575,1,0,1,Kepler,,,,,0.98,0.04,-0.04,0.97,0.18,-0.07,5659.0,64.1,-77.43,14.699000000000002,13.444,13.165,,,,0.094,0.019,-0.008,0.00364,,,,5.30880656,4.525e-05,-4.525e-05,,,,5.4349544189659476,1.053644188708236,1.1568954000046163
Kepler-1377,b,2016,289.19545800000003,46.651703000000005,0.0001970058974993728,2454964.90927,0.0021100000000000003,-0.0021100000000000003,1,0.046675,1,0,1,Kepler,,,,,0.86,0.04,-0.04,0.82,0.05,-0.04,5218.0,42.47,-53.61,15.918,14.319,13.949000000000002,,,,0.11199999999999999,0.008,-0.006999999999999999,0.0066,,,,0.74092842,1.85e-06,-1.85e-06,,,,5.8259660679275385,1.2554058418651322,2.0976674835248534
Kepler-1378,b,2016,297.373313,40.366398,0.0009037190226735265,2454973.26442,0.0060799999999999995,-0.0060799999999999995,1,0.11017,1,0,1,Kepler,,,,,0.7,0.02,-0.02,0.67,0.02,-0.02,4407.0,93.22,-65.02,15.911,14.085,13.297,,,,0.196,0.063,-0.012,0.0172,,,,11.95398936,7.99e-05,-7.99e-05,,,,2.8329461293288416,2.1969602232639813,5.466648593428406
